Rank,Feature,Importance
59,Vout_ss_3_min_5,0.004547
60,Vout_ss_5_min_5,0.004446
61,Bout_magn_1_dev_5,0.004366
62,wout_gyro_3_std_5,0.004325
63,wout_gyro_2,0.004280
64,wout_gyro_1_std_5,0.004133
65,Bout_magn_1_range_5,0.004068
66,Bout_magn_2_min_5,0.003998
67,mout_mtq_3_max_5,0.003772
68,Bout_magn_2_max_5,0.003646
69,Bout_magn_2_dev_5,0.003603
70,Bout_magn_3_min_5,0.003461
71,Bout_magn_3,0.003421
72,mout_mtq_1_min_5,0.003353
73,Vout_ss_5,0.003334
74,wout_gyro_2_min_5,0.003254
75,Bout_magn_3_dev_5,0.003156
76,Vout_ss_4_max_5,0.003099
77,wout_gyro_2_max_5,0.002992
78,Vout_ss_3_var_5,0.002937
79,mout_mtq_3_min_5,0.002896
80,wout_gyro_2_mean_5,0.002853
81,wout_gyro_3,0.002715
82,Bout_magn_2_median_5,0.002649
83,Bout_magn_1_mean_5,0.002632
84,Bout_magn_1_max_5,0.002563
85,Bout_magn_1_median_5,0.002538
86,Bout_magn_2,0.002518
87,wout_gyro_3_mean_5,0.002484
88,Bout_magn_1_std_5,0.002431
89,Vout_ss_3,0.002430
90,Bout_magn_3_median_5,0.002387
91,Vout_ss_3_range_5,0.002200
92,Vout_ss_1_max_5,0.002150
93,Bout_magn_3_max_5,0.002104
94,Bout_magn_2_range_5,0.002082
95,mout_mtq_1_median_5,0.002037
96,Vout_ss_1_min_5,0.002022
97,wout_gyro_1_min_5,0.001962
98,Vout_ss_6_max_5,0.001936
99,wout_gyro_3_delta,0.001883
100,wout_gyro_2_skew_5,0.001731
101,wout_gyro_1_dev_5,0.001695
102,Vout_ss_6,0.001639
103,Vout_ss_4_kurt_5,0.001527
104,Vout_ss_3_median_5,0.001496
105,Vout_ss_5_max_5,0.001491
106,Vout_ss_2_median_5,0.001427
107,Vout_ss_2,0.001395
108,wout_gyro_1_var_5,0.001392
109,wout_gyro_3_median_5,0.001348
110,wout_gyro_1_max_5,0.001346
111,Vout_ss_3_delta,0.001281
112,wout_gyro_1_median_5,0.001247
113,Bout_magn_1,0.001191
114,Vout_ss_6_delta,0.001187
115,Vout_ss_5_delta,0.001177
116,Vout_ss_4_delta,0.001169
117,wout_gyro_3_kurt_5,0.001160
118,Vout_ss_4_range_5,0.001134
119,wout_gyro_1_skew_5,0.001131
120,wout_gyro_1_kurt_5,0.001100
121,Vout_ss_4_mean_5,0.001088
122,wout_gyro_3_skew_5,0.001011
123,mout_mtq_1_std_5,0.001010
124,Vout_ss_6_median_5,0.000954
125,Bout_magn_2_mean_5,0.000944
126,wout_gyro_2_delta,0.000899
127,wout_gyro_1_delta,0.000888
128,Vout_ss_3_mean_5,0.000881
129,Vout_ss_2_delta,0.000830
130,Bout_magn_2_var_5,0.000794
131,wout_gyro_2_dev_5,0.000781
132,mout_mtq_3_kurt_5,0.000759
133,Bout_magn_3_range_5,0.000756
134,Vout_ss_6_var_5,0.000743
135,mout_mtq_1_kurt_5,0.000741
136,wout_gyro_3_var_5,0.000740
137,Bout_magn_2_kurt_5,0.000682
138,Bout_magn_1_delta,0.000680
139,mout_mtq_1_var_5,0.000596
140,Vout_ss_1_kurt_5,0.000584
141,Vout_ss_5_median_5,0.000572
142,Vout_ss_1_delta,0.000560
143,Vout_ss_5_kurt_5,0.000555
144,Vout_ss_2_mean_5,0.000529
145,Vout_ss_4_median_5,0.000522
146,Bout_magn_3_kurt_5,0.000520
147,Bout_magn_2_delta,0.000496
148,Bout_magn_3_delta,0.000475
149,Bout_magn_1_accel,0.000456
150,Vout_ss_6_kurt_5,0.000452
151,Bout_magn_1_kurt_5,0.000421
152,Vout_ss_3_kurt_5,0.000399
153,Vout_ss_1_median_5,0.000397
154,Vout_ss_2_kurt_5,0.000361
155,wout_gyro_2_kurt_5,0.000361
156,Vout_ss_4_skew_5,0.000360
157,wout_gyro_2_range_5,0.000344
158,mout_mtq_2_median_5,0.000296
159,Vout_ss_5_skew_5,0.000237
160,wout_gyro_3_dev_5,0.000228
161,mout_mtq_2_std_5,0.000225
162,Vout_ss_3_skew_5,0.000190
163,mout_mtq_2_var_5,0.000190
164,mout_mtq_2_delta,0.000189
165,Vout_ss_2_skew_5,0.000183
166,Vout_ss_2_range_5,0.000170
167,mout_mtq_3_var_5,0.000168
168,mout_mtq_3_median_5,0.000163
169,mout_mtq_1_range_5,0.000146
170,Bout_magn_2_skew_5,0.000145
171,Vout_ss_1_skew_5,0.000114
172,wout_gyro_2_std_5,0.000109
173,Vout_ss_6_accel,0.000107
174,Vout_ss_6_skew_5,0.000091
175,Vout_ss_1_var_5,0.000084
176,Vout_ss_5_accel,0.000084
177,mout_mtq_1_delta,0.000079
178,mout_mtq_3_delta,0.000077
179,mout_mtq_2_kurt_5,0.000071
